Ingredient,Quantity
"lamb aus imp frsh leg whl (shksirl) lnfat 18""fat ckd rstd",253
"lamb aus imp frsh leg whl (shksirl) ln 18""fat raw",440
"lamb aus imp frsh leg whl (shksirl) ln 18""fat ckd rstd",482
"lamb aus imp frsh leg shank half lnfat 18""fat raw",145
"lamb aus imp frsh leg shank half lnfat 18""fat ckd rstd",296
"lamb aus imp frsh leg shank half ln 18""fat raw",216
"lamb aus imp frsh leg shank half ln 18""fat ckd rstd",647
"lamb aus imp frsh leg sirloin half bnless lnfat 18""fat raw",169
"lamb aus imp frsh leg sirl hlf bnless lnft 18""fat ckd rstd",382
"lamb aus imp frsh leg sirloin half bnless ln 18""fat raw",212
"lamb aus imp frsh leg sirl half bnless ln 18""fat ckd rstd",375
"lamb aus imp frsh leg sirl chops bnless lnfat 18""fat raw",352
"lamb aus imp frsh leg sirl chps bnless lnft 18""ft ckd brld",560
"lamb aus imp frsh leg sirloin chops bnless ln 18""fat raw",868
"lamb aus imp frsh leg sirl chops bnless ln 18""fat ckd brld",136
"lamb aus imp frsh leg cntr slice bone-in lnfat 18""fat raw",928
"lamb aus imp frsh leg cntr slce bne-in lnft 18""ft ckd brld",981
"lamb aus imp frsh leg cntr slice bone-in ln 18""fat raw",116
"lamb aus imp frsh leg cntr slice bone-in ln 18""fat ckd brld",437
"lamb aus imp frsh loin lnfat 18""fat raw",784
"lamb aus imp frsh loin lnfat 18""fat ckd brld",275
"lamb aus imp frsh loin ln 18""fat raw",766
"lamb aus imp frsh loin ln 18""fat ckd brld",785
"lamb aus rib choprack rst frenched bone-in ln  ft 18"" raw",188
"lamb aus frsh rib chop frenched bne-in ln  fat 18"" grilled",349
"lamb aus frsh rib choprack rst frenched bone-in ln 18"" raw",508
"lamb aus frsh rib chop frnched bone-in ln 18"" ckd grilled",479
"lamb aus imp frsh shldr whl (armbld) lnfat 18""fat raw",186
"lamb aus imp frsh shldr whl (armbld) lnfat 18""fat ckd",153
"lamb aus imp frsh shldr whl (armbld) ln 18""fat raw",645
"lamb aus imp frsh shldr whl (armbld) ln 18""fat ckd",601
"lamb aus imp frsh shldr arm lnfat 18""fat raw",427
"lamb aus imp frsh shldr arm lnfat 18""fat ckd brsd",942
"lamb aus imp frsh shldr arm ln 18""fat raw",700
"lamb aus imp frsh shldr arm ln 18""fat ckd brsd",107
"lamb aus imp frsh shldr blade lnfat 18""fat raw",527
"lamb aus imp frsh shldr blade lnfat 18""fat ckd brld",582
"lamb aus imp frsh shldr blade ln 18""fat raw",467
"lamb aus imp frsh shldr blade ln 18""fat ckd brld",281
game meat bison ground raw,712
game meat bison ground ckd pan-broiled,492
"game meat bison top sirloin ln 1"" steak ckd brld",111
game meat bison chuck shldr clod ln ckd brsd,718
game meat bison chuck shldr clod ln raw,732
"game meat bison ribeye ln 1"" steak ckd brld",791
"game meat bison top rnd ln 1"" steak ckd brld",783
"game meat bison top rnd ln 1"" steak raw",957
game meat elk ground raw,692
game meat elk ground ckd pan-broiled,636
game meat elk loin ln ckd brld,420
game meat elk rnd ln ckd brld,207
game meat elk tenderloin ln ckd brld,378
game meat deer ground raw,362
game meat deer ground ckd pan-broiled,495
"game meat deer loin ln 1"" steak ckd brld",141
game meat deer shldr clod ln ckd brsd,733
game meat deer tenderloin ln ckd brld,597
"game meat deer top rnd ln 1"" steak ckd brld",647
veal australian shank fore bone-in ln raw,426
veal australian shank fore bone-in ln  fat raw,837
veal australian shank hind bone-in ln raw,948
veal australian shank hind bone-in ln  fat,676
lamb australian ground 85 ln  15 fat raw,332
lamb nz imp intermuscular fat ckd,174
lamb nz imp intermuscular fat raw,666
lamb nz imp subcutaneous fat raw,113
lamb nz imp brains ckd soaked  fried,138
lamb nz imp brains raw,978
lamb nz imp breast ln ckd brsd,949
lamb nz imp breast ln raw,981
lamb nz imp chump bnless ln ckd fast rstd,816
lamb nz imp subcutaneous fat ckd,893
lamb nz imp chump bnless ln raw,307
lamb nz imp kidney ckd soaked  fried,211
lamb nz imp flap bnless ln ckd brsd,529
lamb nz imp flap bnless ln raw,466
lamb nz imp kidney raw,917
lamb nz imp liver ckd soaked  fried,629
lamb nz imp liver raw,598
lamb nz imp ground lamb ckd brsd,431
lamb nz imp ground lamb raw,767
lamb nz imp heart ckd soaked  simmrd,357
lamb nz imp heart raw,276
lamb nz imp sweetbread ckd soaked  simmrd,484
lamb nz imp sweetbread raw,469
lamb nz imp testes ckd soaked  fried,646
lamb nz imp testes raw,568
lamb nz imp tongue - swiss cut ckd soaked  simmrd,463
lamb nz imp tongue - swiss cut raw,959
lamb nz imp tunnel-bned lg chmp off shnk off ln ckd slw rstd,660
lamb nz imp tunnel-boned leg chump off shank off ln raw,453
lamb nz imp square-cut shldr chops ln ckd brsd,688
lamb nz imp square-cut shldr chops ln raw,853
lamb nz imp tenderloin ln ckd fast fried,925
lamb nz imp tenderloin ln raw,557
lamb nz imp loin saddle ln ckd fast rstd,718
lamb nz imp loin saddle ln raw,807
lamb nz imp loin bnless ln ckd fast rstd,363
lamb nz imp loin bnless ln raw,547
lamb nz imp hind-shank ln ckd brsd,871
lamb nz imp hind-shank ln raw,968
lamb nz imp neck chops ln raw,824
lamb nz imp neck chops ln ckd brsd,505
lamb nz imp netted shldr rolled bnless ln ckd slow rstd,970
lamb nz imp netted shldr rolled bnless ln raw,544
lamb nz imp rack - fully frenched ln ckd fast rstd,401
lamb nz imp rack - fully frenched ln raw,415
lamb nz imp loin chop ln ckd fast fried,445
lamb nz imp square-cut shldr ln ckd slow rstd,632
lamb nz imp leg chopsteak bone-in ln ckd fast fried,763
lamb nz imp flap bnless ln  fat ckd brsd,691
lamb nz imp flap bnless ln  fat raw,651
lamb nz imp hind-shank ln  fat ckd brsd,645
lamb nz imp hind-shank ln  fat raw,668
lamb nz imp leg chopsteak bone-in ln  fat ckd fast fried,362
lamb nz imp loin chop ln  fat ckd fast fried,195
lamb nz imp loin saddle ln  fat ckd fast rstd,673
lamb nz imp loin saddle ln  fat raw,785
lamb nz imp loin bnless ln  fat ckd fast rstd,479
lamb nz imp loin bnless ln  fat raw,688
lamb nz imp neck chops ln  fat ckd brsd,351
lamb nz imp neck chops ln  fat raw,616
lamb nz imp netted shldr rolled bnless l  f ckd slow rstd,665
lamb nz imp netted shldr rolled bnless ln  fat raw,863
lamb nz imp square-cut shldr chops ln  fat ckd brsd,713
lamb nz imp square-cut shldr chops ln  fat raw,955
lamb nz imp square-cut shldr ln  fat ckd slow rstd,530
lamb nz imp tenderloin ln  fat ckd fast fried,670
lamb nz imp rack - fully frenched ln  fat ckd fast rstd,843
lamb nz imp rack - fully frenched ln  fat raw,213
lamb nz imp tun-bnd lg chmp off shnk off l  f ckd sl rstd,465
lamb nz imp tunnel-boned lg chump off shank off ln  fat raw,756
lamb nz imp tenderloin ln  fat raw,142
veal ground ckd pan-fried,794
veal leg top rnd cap off cutlet bnless ckd grilled,331
veal leg top rnd cap off cutlet bnless raw,760
veal loin chop ln ckd grilled,156
veal shank ln raw,321
veal foreshank osso buco ln ckd brsd,601
veal shldr blade chop ln ckd grilled,191
veal external fat only raw,301
veal external fat only ckd,974
veal seam fat only raw,876
veal seam fat only ckd,941
veal shank ln  fat raw,634
veal foreshank osso buco ln  fat ckd brsd,238
veal loin chop ln  fat ckd grilled,212
veal shldr blade chop ln  fat ckd grilled,793
"lamb aus imp frsh leg bttm bnless ln 18"" fat ckd rstd",443
"lamb aus frsh leg hindshank heel on bone-in ln 18"" brsd",258
"lamb aus frsh leg hindshank heel on bone-in ln 18"" fat raw",658
"lamb aus imp frsh tenderloin bnless ln 18"" fat ckd rstd",307
"lamb australian imp frsh tenderloin bnless ln 18"" fat raw",369
"lamb australian imp frsh leg bttm bnless ln 18"" fat raw",503
"lamb aus frsh leg trotter off bone-in ln 18"" fat ckd rstd",898
"lamb aus imp frsh leg trotter off bone-in ln 18"" fat raw",588
"lamb aus frsh rack rst frnched dnuded bone-in ln 0"" ckd rstd",970
"lamb aus frsh rack rst frenched bone-in ln 18"" fat ckd rstd",416
lamb australian imp frsh external fat ckd,933
lamb australian imp frsh external fat raw,872
lamb australian imp frsh seam fat ckd,418
lamb australian imp frsh seam fat raw,497
"lamb aus imp frsh leg bttm bnless ln  fat 18"" fat ckd rstd",776
"lamb aus imp frsh leg bttm bnless ln  fat 18"" fat raw",138
"lamb aus frsh leg hindshank heel on bne-in ln  ft 18"" brsd",271
"lamb aus frsh leg hindshank heel on bne-in ln  fat 18"" raw",522
"lamb aus frsh leg trotter off bone-in ln  fat 18"" fat rstd",477
"lamb aus frsh leg trotter off bone-in ln  fat 18"" fat raw",167
"lamb aus imp frsh tenderloin bnless ln  fat 18"" fat rstd",577
"lamb aus imp frsh tenderloin bnless ln  fat 18"" fat raw",181
"lamb aus frsh rib chop frnched dnuded bone-in ln 0"" grilled",212
"lamb aus frsh rack rst frnched dnuded bne-in ln  ft 0"" rstd",183
"lamb aus frsh rack rst frenched bne-in ln  ft 18"" rstd",555
"lamb aus imp frsh rib chop frenched dnuded bn-in lf 0"" grld",265
bagel pln tstd  enr wca prop(include onion poppy sesame),749
bagels pln enr w ca prop (includes onion poppy sesame) tstd,545
bagels egg,268
bagels cinnamon-raisin,767
bagels cinnamon-raisin tstd,101
bagels oat bran,225
biscuits pln or bttrmlk frz bkd,162
biscuits pln or bttrmlk dry mix,187
biscuits pln or bttrmlk dry mix prep,907
biscuits pln or bttrmlk refr dough lower fat,366
biscuits pln or bttrmlk refr dough lower fat bkd,272
biscuit  pln or butmlk  refri dough  higher fat,846
biscuits pln or bttrmlk refr dough higher fat bkd,989
biscuits pln or bttrmlk prep from recipe,269
biscuits mxd grain refr dough,219
bread banana prep from recipe made wmargarine,521
bread boston brown canned,502
bread cornbread dry mix enr (incl corn muffin mix),250
bread cornbread dry mix prep w 2 milk 80 margarine  eggs,477
bread cornbread prep from recipe made wlofat (2) milk,303
bread cracked-wheat,503
bread egg,838
bread egg toasted,847
bread  french,112
bread  french or vienna  tstd (ind sourdough),191
bread irish soda prep from recipe,221
bread italian,241
bread multi-grain tstd (includes whole-grain),851
bread oat bran,272
bread oat bran toasted,539
bread oatmeal,641
bread oatmeal toasted,528
bread pita white enriched,874
bread pita whole-wheat,967
bread prot (incl gluten),254
bread pumpernickel,180
bread pumpernickel tstd,794
bread raisin enriched,636
bread raisin enr tstd,654
bread red-cal oat bran,151
bread red-cal oat bran tstd,783
bread red-cal oatmeal,889
bread reduced-calorie rye,540
bread red-cal wheat,532
bread red-cal white,842
bread rice bran,900
bread rye,416
bread rye toasted,470
bread wheat,823
bread  wheat  tstd,726
bread wheat bran,124
bread white commly prep (incl soft bread crumbs),986
bread white commly prep tstd,562
bread white prep from recipe made wnonfat dry milk,209
bread white prep from recipe made wlofat (2) milk,895
bread whole-wheat comm prepared,500
bread  whole-wheat  commer prep  toasted,785
bread whole-wheat prep from recipe,988
bread whole-wheat prep from recipe tstd,798
bread crumbs dry grated pln,789
bread sticks plain,609
bread stuffing bread dry mix,884
bread stuffing bread dry mix prep,663
bread stuffing cornbread dry mix,656
bread stuffing cornbread dry mix prep,235
cake angelfood commly prep,956
cake angelfood dry mix,984
cake angelfood dry mix prep,302
cake boston crm pie commly prep,195
cake pudding-type carrot dry mix,972
cake cherry fudge wchoc frstng,554
cake choc commly prep w choc frstng in-store bakery,764
cake pudding-type choc dry mix,480
cake choc prep from recipe wofrstng,546
cake white prep from recipe wcocnt frstng,751
coffeecake cheese,900
coffeecake cinn wcrumb topping commly prep enr,444
coffeecake creme-filled wchoc frstng,863
coffeecake fruit,211
coffeecake cinn wcrumb topping dry mix,550
coffeecake cinn wcrumb topping dry mix prep,967
cake fruitcake commly prep,679
cake pudding-type german choc dry mix,113
cake gingerbread dry mix,641
cake gingerbread prep from recipe,158
cake pudding-type marble dry mix,279
cake pnappl upside-down prep from recipe,764
cake pound commly prep butter (includes frsh  frozen),505
cake pound commly prep other than all butter enr,863
cake shortcake biscuit-type prep from recipe,745
cake snack cakes creme-filled choc w frstng,492
cake snack cakes creme-filled sponge,480
cake white dry mix spl dietary (incl lemon-flavored),567
cake sponge commly prep,891
cake sponge prep from recipe,190
cake pudding-type white enr dry mix,707
cake white prep from recipe wofrstng,429
cake yel commly prep w choc frstng in-store bakery,954
cake yel commly prep wvanilla frstng,860
cake pudding-type yel dry mix,700
cake yel enr dry mix,604
cake yel prep from recipe wofrstng,267
cheesecake commly prep,309
cheesecake prep from mix no-bake type,424
cookies brownies commly prep,527
cookies brownies dry mix reg,919
cookies brownies prep from recipe,542
cookies butter commly prep enr,595
cookies fudge cake-type (incl trolley cakes),949
cookies chocolate wafers,705
cookies choc chip commly prep reg lower fat,708
cookies choc chip commly prep reg higher fat enr,156
cookies choc chip commly prep soft-type,274
cookies choc chip dry mix,406
cookies choc chip refr dough,950
cookies choc chip refr dough bkd,871
cookies choc chip prep from recipe made wmargarine,216
cookies choc sndwch wcreme filling reg,627
cookies choc sndwch wcreme filling reg chocolate-coated,347
cookies choc sndwch wex creme filling,558
cookies fig bars,315
cookies fortune,671
cookies gingersnaps,249
cookies graham crackers pln or honey (incl cinn),907
cookies graham crackers chocolate-coated,659
cookies ladyfingers wlemon jucrind,897
cookies marshmllw chocolate-coated (incl marshmllw pies),429
cookies molasses,154
cookies oatmeal commly prep reg,254
cookies oatmeal commly prep soft-type,102
cookies oatmeal dry mix,461
cookies oatmeal refr dough,495
cookies oatmeal refr dough bkd,876
cookies oatmeal prep from recipe wraisins,890
cookies pnut butter commly prep reg,402
cookies pnut butter commly prep soft-type,191
cookies pnut butter refr dough,371
cookies pnut butter refr dough bkd,421
cookies pnut butter prep from recipe,481
cookies pnut butter sndwch reg,992
cookies raisin soft-type,519
cookies shortbread commly prep pln,412
cookies shortbread commly prep pecan,896
cookies brownies dry mix sugar free,911
cookies choc chip commly prep spl dietary,390
cookies choc sndwch wcreme filling spl dietary,716
cookies oatmeal commly prep spl dietary,215
cookies pnut butter sndwch spl dietary,346
cookies sugar wafer w creme filling sugar free,859
cookies sugar commly prep reg (incl vanilla),584
cookies sugar refr dough,492
cookies sugar refr dough bkd,601
cookies sugar prep from recipe made wmargarine,519
cookies sugar wafers wcreme filling reg,735
cookies vanilla sndwch wcreme filling,376
puff pastry frz rtb bkd,518
cookies vanilla wafers lower fat,482
cookies vanilla wafers higher fat,159
crackers cheese regular,778
crackers chs sandwich-type wpnut butter filling,615
crackers crispbread rye,398
crackers matzo plain,997
crackers matzo egg,855
crackers matzo whole-wheat,899
crackers melba toast pln,143
crackers melba toast rye (incl pumpernickel),228
crackers melba toast wheat,720
crackers milk,466
crackers rusk toast,232
crackers rye sandwich-type wchs filling,333
crackers rye wafers plain,626
crackers rye wafers seasoned,990
crackers saltines (incl oyster soda soup),318
crackers std snack-type reg,692
crackers std snack-type sndwch wchs filling,204
crackers std snack-type sndwch wpnut butter filling,554
crackers wheat regular,603
crackers wheat sndwch wchs filling,383
crackers wheat sndwch wpnut butter filling,556
crackers whole-wheat,405
cracker meal,355
cream puff shell prep from recipe,168
croissants butter,120
croissants apple,659
croissants cheese,527
croutons plain,923
croutons seasoned,277
danish pastry cinn enr,980
danish pastry cheese,335
danish pastry fruit enr,406
danish pastry nut (incl almond raisin nut cinn nut),350
doughnuts cake-type pln (includes unsugared old-fashioned),894
doughnuts cake-type pln chocolate-coated or frstd,744
